-2.380502810472096797e+01,2.328753816456577113e+02,2.451353723623353176e+01,-1.331179396975911189e+01
-1.719721723926019630e+00,-2.864277632334659707e-01,-1.798360910390078393e+00,-8.360459222138936219e-01
-1.008343290448084240e+00,-1.501769147201845289e+00,-2.902043235165376878e-01,-1.703664048842498335e+00
-1.745541247493950454e+00,-7.581073641605142743e-01,-1.558432647961827122e-01,-2.040431359439447423e-01
-1.669191678351826136e+00,-4.337795914018174326e-01,-1.126730644291569217e+00,-1.295532964157041889e+00
-1.058589100441995612e-01,-9.783576096827777402e-01,-1.251360420053195810e+00,-9.013091163992139609e-01
-1.737616451991427224e+00,-3.421967845163793598e-01,-1.508708657964975330e+00,-3.279208228144734338e-01
-5.565910340152329105e-01,-2.057919194715873701e-01,-1.380237218308640434e+00,-1.636302236725512227e+00
-1.756653387248345410e+00,-1.573666246055332785e+00,-9.330297620730181318e-01,-5.063397096103183781e-01
-4.680792883182027797e-01,-1.860077605018162883e+00,-1.155635069304683515e+00,-4.925117385347670407e-01
-1.859138335834701339e+00,-8.269246351826009533e-01,-9.546484262826138156e-02,-2.392481345848254115e-01
-1.448453557555184457e+00,-1.486345796877877934e+00,-1.418022706673243372e+00,-1.102321336530545537e+00
-1.699175663878990550e+00,-1.129787005829990587e+00,-4.413347431871879056e-01,-1.763943640530319712e+00
-1.812052691207625577e+00,-2.716933424664962349e-01,-1.528265423588199834e-01,-6.273386892434551498e-01
-1.436618307677910433e+00,-1.317507662125095402e+00,-1.879957856825045459e+00,-1.893356940845605685e+00
-8.793112174948705118e-01,-1.579044309975375260e+00,-1.463518070354840495e+00,-2.878540158623950074e-01
-1.531449985611477826e+00,-9.745441752206089880e-01,-1.935395789933931798e+00,-5.575702758824550020e-01
-1.121154806145273186e+00,-5.037551224104364067e-01,-1.635312351700186184e+00,-7.997678380675665721e-03
-2.552031890241668322e-04,-6.598253112498699835e-01,-1.164670403162833878e+00,-1.077559019367861914e+00
-8.348986024500180125e-01,-9.230128607598904189e-01,-1.421132659333270931e+00,-5.952365430909190014e-01
-1.693547291239948738e+00,-2.612624880163918473e-01,-1.503292791969823572e+00,-1.377829029977589048e+00
-1.350736820152544926e+00,-1.955984413384318721e+00,-1.718319015312187670e+00,-1.768975066084303549e+00
-5.064700372337407330e-01,-1.319165850479459001e+00,-4.137339119208882643e-02,-4.047347550643398684e-02
-1.133128915750636345e-01,-7.360069095638472891e-01,-7.107097914710720499e-01,-9.932310481455852713e-01
-1.939747772624337951e+00,-6.642866780297929097e-02,-1.174841833288177151e+00,-8.956176477191286622e-01
-3.109751663401070232e-01,-1.832084852392907415e+00,-4.675750519798607119e-01,-1.437756936966220644e+00
-5.095906301550185979e-01,-1.251913914062245947e-01,-7.876630621490043893e-02,-2.502391046281871034e-02
-1.225562486532121298e-01,-1.928629008127278777e+00,-1.959783956014926609e-02,-1.924306292879449432e+00
-1.115012035069729901e+00,-1.934210960928951950e+00,-8.649955295086217966e-01,-2.010322212583803836e-01
-1.809441174776352579e+00,-8.671068814219742293e-01,-8.614740847233182119e-01,-4.360211409300207563e-03
